ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
6,377,0,397,0,115,0,539,0,0,0,0,0,0,1717,341,0,0,2121
7,112,0,0,0,137,0,0,237,0,488,0,0,71,957,665,0,0,1822
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746
0,0,0,0,0,0,0,0,161,0,149,0,0,0,0,140,0,0,1762
1,261,0,0,0,115,145,0,1135,0,93,1046,0,766,0,425,0,0,3084
2,0,0,0,0,0,227,0,2106,0,308,81,0,870,0,0,0,0,2452
3,84,0,0,0,0,0,0,2519,0,825,98,275,823,0,0,185,0,1876
4,0,0,0,0,0,220,60,565,214,305,0,1271,0,0,0,0,0,1103
5,153,0,216,0,0,0,339,0,0,0,0,255,0,175,80,0,0,2020
6,465,0,561,0,0,0,982,0,22,274,0,105,0,2777,793,0,0,1715
7,22,0,0,0,0,0,156,0,0,223,0,0,0,412,356,0,0,1719
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763
